Tweet_ID,Category,Tweet_Content,Sentiment,,
1872378148295242132,Business,New: Another LA business to shutter. Lima Restaurant on Concord’s Todos Santos Plaza in LA is closing shop after they were hit with a lawsuit because of they promoted “ladies night out” discounts.,-1,,
1097327462755647488,Business,"1,800 companies based in California have up and left the state in just one year with the common destination being Texas.",-1,,
1869613860543729958,Business,Liberty Mutual exits the condo and renters insurance business in California,0,,
1778662611267023276,Business,"A mob of thieves rob a jewelry store in broad daylight in Oakland, California. They only leave when the owner comes out with a gun. Buy guns. Buy ammo. Protect yourself, your family, and your business.",-1,,
1632823015443447815,Business,"BOOM: California Gov. Gavin Newsom just threw down the gauntlet on Walgreens, saying the state will no longer do business with Walgreens because of their refusal to distribute abortion pills.",1,,
1832817644598378517,Business,"California Officials Going To Local Farmers Markets, Then Showing Up At Sellers Hones To Regulate & Fine Them “California loves to take up some part of your business, make it illegal, and then make you pay for it, and it's everywhere.”",-1,,
1587090794325807104,Business,The Legislature treats businesses like they are the enemy. “352 companies moved their headquarters from California between 2018 and 2021. Twice as many businesses left last year (153) than in 2020 and 2019 and three times as many as in 2018.”—WSJ,-1,,
1872799732466368555,Business,"Creating an LLC is not some secret tax strategy. If you simply create an LLC for your own business, you’ve changed absolutely nothing about your taxes. $0 in tax savings (and $800 fee in California).",-1,,
1780986902339854522,Business,California lost track of the $25 billion spent on homelessness. California lost $30 billion due to pandemic unemployment fraud. California has mismanaged the $100 billion + high-speed rail project which hasn't laid a mile of track. If this were a private business they would be convicted of a crime. NONE of this money is theirs. Let this marinate for a minute.,-1,,
1819364224402882898,Business,"BREAKING: Chevron plans to move its headquarters from California to Texas due to ""excessive regulation"" and “clashes with authorities” that made California ""closed for business.""",-1,,
1501369602747469832,Business,"On the economy, CA is unmatched. 1 million new jobs in 12 months. More new business starts during the worst of the pandemic than TX & FL combined. But you know what makes us different? As our businesses grow, we don't leave our workers behind.",1,,
831275461581762564,Business,Two dozen companies commit 2leaving CA b/c of biz-bashing & high taxes. More to follow.,-1,,
1792281591797948495,Business,"A majority of Disneyland cast members who perform as characters such as Mickey and Minnie Mouse and dance in parades at the California amusement park voted to unionize with the Actors’ Equity Association on Saturday, the union said",1,,
1872363764148048240,Business,California is not enforcing its laws. Criminals are rampaging through major cities. America must enforce its laws if it wants to remain a nation. Business owners are having their entire lives upended due to government inaction,-1,,
1870865902616633672,Business,"NEWSOM FOR PRESIDENT PART 6 They will say that CA is death for businesses and no one wants to incorporate there anymore. The truth is, under Newsom, new business applications have more than doubled.",1,,
1632814517250916360,Business,Breaking: Governor Gavin Newsom announces California will not do business with Walgreens now that the company is refusing to dispense abortion pills in 20 states where it is legal.,1,,
871764082847830016,Business,"So much for the idea that protecting the environment kills jobs. CA leads in job growth, pumping up the US economy.",1,,
1587265730071781376,Business,"Businesses in California are leaving the state at an exponential pace, according to a new report from a research institute at Stanford University.",-1,,
1869740972759757224,Business,"Workers at seven fulfillment centers located in New York City, Atlanta, San Francisco, Southern California and Skokie, Ill., would join the picket line, The International Brotherhood of Teamsters, said.",1,,
1871604251517984798,Business,A survey shows small business owners are feeling more optimistic about the economy following the election.,1,,
1870559870518219157,Business,"Prop 103 has saved California motorists over $154 billion since 1989. Consumer Watchdog has saved California consumers over $6 billion over the last 22 years by challenging excessive and unfair auto, home, business, and medical malpractice rates.",1,,
1466554773411274752,Business,"CA’s small businesses are the backbone of our economy, leading the state’s economic growth & creating over two-thirds of jobs. This holiday season, support small businesses at the heart of our diverse & vibrant communities like Strapping in Sacramento’s Oak Park.",1,,
1702887562665152589,Business,"The state of California sued several of the world’s biggest oil companies on Friday, claiming their actions have caused tens of billions of dollars in damage and that they deceived the public by downplaying the risks posed by fossil fuels.",-1,,
1873100075393753402,Business,"It's become a painful, recurring story line in Hollywood. A script supervisor visiting a food bank every other week. The cinematographer who moved to Georgia for better filming opportunities. As Hollywood struggles, the L.A. economy feels the pain.",-1,,
1578541331340673024,Business,NEW: VALERO responds to California’s demand for answers recent gas price spike. “As demanded with one business day to respond…” “California is the most challenging market to serve in the United States for several reasons.”,-1,,
1567120428086222853,Business,"California Gov. Gavin Newsom has signed a bill that increases wages for fast food workers to up to $22 per hour. Newsom signed the Fast Food Accountability and Standards Recovery Act, or A.B. 257, on Labor Day — despite facing fierce opposition from business groups.",-1,,
1645859242023473154,Business,"California Economy Is on Edge After Tech Layoffs, Studio Cutbacks, High Cost of Living, $22 billion budget deficit.",-1,,
1626621945083985924,Business,"The nation’s largest egg producer saw profits rise by 600% last year—a record high. Meanwhile, California families are paying over 3x more for eggs.",-1,,
1439330480097087489,Business,"Last month, California added jobs at THREE TIMES the rate of the rest of the nation.",1,,
1870908207998071153,Business,"California Business Owners Blindsided by Surprise Payroll Taxes After Newsom, Democrat Legislators Failed to Repay Federal Government Loan on Time",-1,,
1873066400748544338,Business,A growing number of California’s tech millionaires and billionaires are trading the Golden State for the Silver State. Here's why.,0,,
1871616902662942775,Business,California is the most anti-business state in America. Current legislation makes it impossible for long-standing stores to keep their doors open.,-1,,
1863700419391918483,Business,96.5% of new California jobs this year are government jobs - and that's pure Marxism. While they continue to destroy small business owners who have always been the backbone of the California economy.,-1,,
1300488325208379394,Business,California corporations would be required to diversify their boards under bill sent to Newsom,0,,
1870182396064088469,Business,"After years of financial struggles, Big Lots will begin going-out-business sales at its remaining locations, including stores in California.",-1,,
1873122226209165812,Business,A winning ticket for the $1.22 billion Mega Millions jackpot was sold in California. Here's what we know.,1,,
1432592821366652931,Business,"Businesses exiting California surges in 2021, dealing 'death knell' to state's economy: California has seen 265 companies relocate their headquarters outside of the state",-1,,
1873111699311427953,Business,"The California-based company will make a $2.5 million capital investment in Southern Nevada over the first two years and will generate $4.4 million in new taxes over the next 10 years, officials said.",0,,
1333178340799361024,Business,"Are you serious... RT GavinNewsom: Today is Small Business Saturday. California is home to over 4 million small businesses. This holiday season, shop safe and shop local to help support our economy and the over 7 million workers that help keep our small businesses going.",-1,,
1867078147897696607,Business,"California Business Owners are Taxed, quaked, banned, some are surviving…",-1,,
1868632313695006895,Business,"California business owners admitting to hiring illegals migrants for $10 an hour Journalist Brookerteejones is interviewing business owners in Hollywood, they’re admitting to hiring illegals because they can’t afford the $20 an hour wage. Americans are being replaced",-1,,
1857483712071610826,Business,"95% of the 10,000+ gas stations in California are run by small business owners, and 60% of gas stations are operated by owners that own just one station.",0,,
1802180912936788087,Business,"Businesses in Berkeley, California are shutting down like mad because of Gavin Newsom whose incompetence has burdened the Golden State with a projected $73 billion deficit. California is also losing a net 75K residents yearly. Expect that to get worse.",-1,,
1773487076975239567,Entertainment,"Camila Cabello visits the SiriusXM Studios in Los Angeles, California.",0,,
1866196451144995137,Entertainment,"Mindy Kaling reveals the 'Best Performance by a Female Actor in a Motion Picture - Drama' nominees during the GoldenGlobes2025 Nominations Announcement in Beverly Hills, California.",1,,
1712248310910824675,Entertainment,"A glimpse of the marquee for the world premiere of 'Taylor Swift: The Eras Tour' concert movie, being held at The Grove in Los Angeles, California.",0,,
1873187682995847639,Entertainment,"This year, we made strides in efforts to support Hollywood including a new push to extend California’s Film & Television Tax Credit Program. Our city depends on the success of the entertainment industry and City Hall will ALWAYS have its back.",1,,
1839391742464041249,Entertainment,“They literally have food that look like Human beings on Dinner Tables” The entire World is waking up to the Satanic Cult that is Hollywood & the entire entertainment industry.,-1,,
1838204127139991827,Entertainment,Experience Marvel Studios’ Thunderbolts* only in theaters May 2025.,0,,
1843109235162587350,Entertainment,Meghan Markle dazzles in her iconic red Carolina Herrera gown while making a surprise solo appearance at the Children’s Hospital L.A. Gala.,1,,
1858922091740905852,Entertainment,"How often does ""Gladiator II"" star Denzel Washington think about the Roman Empire?",0,,
1854584471753990520,Politics,"BREAKING: California’s Democratic Gov. Gavin Newsom, a fierce critic of former President Donald Trump, on Thursday called for lawmakers to convene a special session later this year to safeguard the state’s progressive policies on climate change, reproductive rights and immigration ahead of another Trump presidency. Details: https://trib.al/34sNv4X",0,,
1854695991074828522,Politics,"California’s electoral votes need to be split up.

The rest of our state is sick and tired of being ruled by coastal elites who think they know what’s best for working class people. 

A shift is occurring in California, as nearly 43% of Californians reject the Democratic party.

Politicising the cur…",-1,,
1828492837106995632,Politics,"California is collapsing.

If it were a country, it'd be the 5th largest economy in the world.

But it lost 500,000 residents in 2 years – and people are still fleeing.

Here's how politics & greed ruined the best place on Earth:
Nigeria is just fucked for nothing",-1,,
1872094458843734388,Politics,"Californians who actually pay attention to state politics would understand that this needs to be the end result of 
@GavinNewsom
 political career. 100%",-1,,
1872725478634848361,Politics,"Homelessness has jumped by 18% in 2024, according to HUD.

California is ranked as the #1 in the country.",0,,
1840455877024960687,Politics,"The CA one-party state went from being a vibrant two party-state to a run down banana republic with similar levels of corruption, poverty, drugs, crime, homelessness, despair and an ever widening gap between rich and poor. 

This will  be🇺🇸 under D🐀s!

 https://x.com/twolfrecovery//Twolfrecovery/status/1675522744228913152/video/1",-1,,
1750902586251858068,Politics,"me California, Arizona, and New Mexico for not uniting with Texas, in this fight to secure the border. It is disgusting to see of a government put politics above its people. This isn’t an immigration issue. This is an absolute invasion.",-1,,
1872855539555942677,Politics,"People in California are sick of the progressive Democrat agenda. They voted overwhelmingly to repeal criminal justice reform measures, which led to rampant crime. Criminals are shocked!! Just wait 24 more days!! #Trump",-1,,
1860991224502747490,Politics,"BREAKING: Caitlyn Jenner is considering running as a Republican Governor for California 

How would liberals get around these identity politics?",0,,
1848132413735702587,Politics,"ELON MUSK: ""I would prefer not to be in politics. I stepped into the arena because I think the stakes are extremely fundamental. I fear if Trump does not win, we are going to have a single-party state that is going to be worse than California.

The one thing that keeps California from going even further is that people can move out of California and still be in America. But if you've got no place to move, then it's going to be much worse than California, and that's the danger that we face.

An oppressive totalitarian state that has extreme restrictions on freedom of speech that continues extreme over-regulation that makes government even bigger than it is today and takes away the liberty of the people. 

It's not something I wanted to do, but I thought it was critical to do it, or America is not going to be America.""

🇺🇸🇺🇸🇺🇸",-1,,
1818751132514001370,Politics,"Kamala leaned into her Indian heritage when it was convenient in California, she’s now casting that aside & leaning into black identity when it’s convenient nationally. Identity politics is a losing game for our country, it’s our American identity that really matters in the end.",-1,,
1821684212644344171,Politics,"Gavin Newsom says he is upset “as a taxpayer” by the lack of progress on homeless in California.

Anyone want to tell 
@GavinNewsom
 that he has been the governor for years and could have done something about it before now?
",-1,,
1849968848461758510,Politics,"🚨ELON MUSK ON WHY HE GOT INTO POLITICS:

""I was living in California and everyone around me was a Democrat and I really just wanted to build technology: cars, rockets, space, internet, and do useful things. I didn't want to be involved in politics, I don't want to be the President, I want to build products people love. 

I came to a conclusion that we are at a fork in the road of Western Civilization and destiny of humanity, because the constitution is being eroded away with consistent attacks, and the oppressive nature of the Federal government getting worse every year, open borders, etc. 

I was hearing one story after another of friends of mine that were being assaulted and robbed.

I think our republic is at risk. 

America is at stake.""",-1,,
1863957908272156887,Politics,"California Rep. Ro Khanna on Gavin Newsom's EV subsidy that would exclude 
@Tesla
 vehicles: 

“Tesla created the electric vehicle revolution — I don't think politics should interfere with manufacturing or an issue of our national competitiveness.”",0,,
1871646468144243091,Politics,"California owes the federal government $21.1 billion in unpaid loans taken during the pandemic, the largest debt of its kind among U.S. states.
​
Read More: https://californiainsider.com/california-news/politics/legislature-policy/californias-debt-to-us-government-for-unemployment-loan-default-tops-21-billion-5781139?utm_source=twitter&utm_medium=Social&utm_campaign=caitwitter",-1,,
1141743089582628864,Politics,"Democrats run California. No Republican holds a state wide office. Democrats have super majorities in the Senate and in the Assembly.

#WelcomeToCalifornia",-1,,
1857991912143073728,Politics,"🚨🚨 BREAKING: California’s 45th Congressional seat is now set to flip from Republican to Democrat after thousands of new ballots pour in

11 days after an Election?",0,,
1734691874894733678,Politics,"Im done with the extremism and division in California politics so today I’ve officially filed to run for California Assembly District 13. For years I’ve been dedicated to representing parents and families and advocating in protecting parental rights, informed consent & children. It’s time for course correction.  To donate to my campaign https://efundraisingconnections.com/c/DeniseAguilarMendez.",-1,,
1864101427091484868,Politics,"FIRST SQUATTER: A California businessman says the president's son tried to pay rent with his own artwork and still owes him more than $300,000. ""Is that pardoned now?"" https://trib.al/Ptxfxwg",-1,,
1714140780506538310,Politics,"We were both active gang members in Stockton California. My husband was locked up for years with gang enhancement charges. At 12 I started banging, getting expelled in middle school for guns and drug possession. Never did we think we would be in the world of politics, but we found ourselves here in 2015 fighting the pharmaceutical cartel and Gavin Newsom. We now spend our time talking with our community and engaging in politics at all levels. This year has been the most extreme year in legislation we have ever experienced. Lowering the age of consent and removing parental rights right before our eyes. Now, we are done. The demographic they hoped would stay asleep is now pissed. They went to far",-1,,
1776706173305070009,Politics,Press that ❤️ button if you hope the voters in California send Steve Garvey to the Senate and tell Adam Schiff to get out of politics,0,,
1835463692282159131,Politics,"“I have always said I am running for the soul of California and this country,” Garvey said. “We’re targeting the independent vote, the disenfranchised democrat, the undecided, the Latino community is so important to us.”",1,,
1659946593624403970,Politics,"One party has controlled state government for the past 12 years. A similar dynamic holds in SF and LA.
https://ballotpedia.org/Party_control_of_California_state_government",0,,
1873499946453782704,Politics,California politicians react to President Jimmy Carter’s death: ‘A man of rare character’,0,,
1860329461347996157,Politics,"A California school official compared a “Save Girls Sports” shirt to wearing a swastika.

Outrageous and dangerous rhetoric. I’m glad they’re suing, and I hope the girls win big.

Thank GOD there’s a new sheriff in town.
",-1,,
1854591095834808360,Politics,California Gov. Newsom calls legislature into emergency session to ‘Trump-proof’ state’s lefty policies https://trib.al/uNNQWqw,0,,
1845131546501734440,Politics,"California regulators have blocked 
@SpaceX
 launches because they disagree with 
@elonmusk
's politics. This is a blatant violation of the First Amendment and a gross abuse of power, even in increasingly totalitarian California.",-1,,
1442838324121640961,Politics,"California has a 62% Democrat majority and a 38% republican minority. Newsom won by a 62% margin in the No/Yes recall. That's beyond suspicious. 
#Fraud",-1,,
1872697200242798734,Politics,"Homelessness rises across #California 📈, despite Governor Newsom spending billions of dollars on hotel and motel rooms to house the #homeless. Gov. Newsom's pledge to build 3.3 million new homes misses by 66.7% despite all the rhetoric to help.",-1,,
1863823161005109532,Politics,"RNC Stood By and Let Marc Elias Steal Seats in California in Broad Daylight… 

https://foxnews.com/politics/single-house-race-stands-between-republicans-1-seat-majority",-1,,
1871239213661696285,Politics,It's a felony?' Shoplifting suspects discuss new California law in back of patrol car,0,,
1872680385328628086,Politics,"Also from California, I was told ‘don’t California my Texas.’ Usually from someone generational. There are countless Californians and other transplants in Texas politics. We’re real Conservatives. Without us thriving in the grassroots movement, Texas wouldn’t stand a chance.",0,,
1871936469461520705,Politics,"Dear Citizens of California, 

If you leave California because your leaders seem intent on making your lives worse in every way I understand . 

Just please, what ever you bring, leave all California liberal policies and politics behind. All of it!",-1,,
1861875654922207709,Politics,"🚨CALIFORNIA GOP FLIPS STATE SENATE SEAT FOR FIRST TIME SINCE 1980—DEM POLICIES FINALLY BACKFIRE

Republican Steven Choi just broke the Democrats’ stranglehold in California, flipping a State Senate seat in Orange County for the first time since 1980.

Shocking? Not really. After decades of high taxes, rampant crime, and policies driving people out of the state, are we surprised voters said, “Enough!”?

Democrat Josh Newman conceded, marking what could be a red ripple in the bluest of blue states.
The Dems can’t say they didn’t see this one coming.

Source: Police Frequency, 
@ChoiForSenate",-1,,
1871025423511134713,Politics,"USA better recognize that Hawaii is independent and separate from the US, with no desire to mix politics.

While we're at it, California (Calexit), Texas (Texit) and Alaska should also get their independence from the US.",-1,,
1871349449974591879,Politics,California might be one of the most beautiful states it’s incomparable but the people policies and politics make it damn near unlivable for me,-1,,
1856099599158550789,Politics,"With counties turning red and liberal politicians getting ousted during the last election, the question on many people's minds is: Is progressive politics dead in California?",0,,
1870576832677806541,Politics,"Merry Christmas from the 
@EPA
‼️

They recently approved two waivers for California to ban the internal combustion engine by 2⃣0⃣3⃣5⃣. 

Read more here: https://foxnews.com/politics/epa-grants-california-permission-ban-new-gas-car-sales-2035",0,,
1872696838450483635,Politics,Yup. The Southeast is far better. California has better weather but crazy politics and cost of living.  These same people who talk about Americans being uncompetitive run their companies partially out of some of the most expensive housing markets in the world.  Economic masterminds.,-1,,
1816511325402800179,Politics,"California is a blue state. Newsom is a democrat. No, parliamentary politics is not the path out of fascism. Democrats are not the alternative to fascism.",-1,,
1869277714252972513,Politics,"It's a waste of time because it's never gonna happen.

You would need a super majority in both chambers of Congress and you would need 75% of the states to ratify it.

You will never get the smaller states to vote away theie sovereignty to New York and California.",-1,,
1845290193697263840,Politics,Donald Trump just threatened to withhold federal aid from California for forest fires if elected. Trump will put politics over the needs of the American people. It’s disgusting. He should be nowhere near power.,-1,,
1845191831891607761,Politics,"Wow. California has rejected the air force’s plan to give spacex permission to launch 50 times a year

… because of 
@elonmusk
’s tweets

Disagreeing on politics is one thing, but it’s no reason to tear down SpaceX or Tesla.",-1,,
1873007337327280177,Politics,California Gov. Gavin Newsom signs new law protecting LGBTQ+ students from being outed,0,,
1871277377709547833,Politics,"Leave New York before it's too late...

Leave California before it's too late...

And leave your former politics at the border when you do...",-1,,
1765343063541514417,Politics,"California is a Republican, right-leaning state with Latino cities that swing everything all the way left.

If the 80s and the abysmal failure that was Reagan hadn't happened to Cali, it would still be a generally red state.",-1,,
